건물번호,일시,기온,강수량,풍속,습도,일조,일사,건물유형,전력소비량
27,20220811 19,24.1,0.3,1.4,95.0,0.0,0.04,대학교,17474.8
27,20220811 20,24.1,2.2,0.6,95.0,0.0,0.0,대학교,17508.4
27,20220811 21,24.3,0.1,1.0,96.0,,,대학교,17452.4
27,20220811 22,24.4,1.1,0.8,95.0,,,대학교,17147.2
27,20220811 23,24.4,1.6,0.3,96.0,,,대학교,16424.8
27,20220812 00,24.3,0.1,1.0,96.0,,,대학교,16030.0
27,20220812 01,24.5,0.0,0.8,96.0,,,대학교,15789.2
27,20220812 02,24.4,0.1,0.6,96.0,,,대학교,15422.4
27,20220812 03,24.1,,1.7,95.0,,,대학교,15150.8
27,20220812 04,23.9,,1.3,95.0,,,대학교,14963.2
27,20220812 05,23.8,,0.4,95.0,,,대학교,14859.6
27,20220812 06,23.7,,1.4,95.0,0.0,0.0,대학교,16466.8
27,20220812 07,23.6,,1.3,92.0,0.0,0.15,대학교,18841.2
27,20220812 08,24.3,,1.7,87.0,0.0,0.49,대학교,20451.2
27,20220812 09,26.5,,0.6,80.0,0.7,1.43,대학교,21593.6
27,20220812 10,28.3,,1.0,75.0,1.0,2.39,대학교,22316.0
27,20220812 11,30.0,,2.0,69.0,1.0,3.05,대학교,22814.4
27,20220812 12,28.8,,2.0,74.0,0.2,1.45,대학교,22694.0
27,20220812 13,31.2,,1.9,59.0,0.8,3.31,대학교,23203.6
27,20220812 14,31.5,,1.5,58.0,0.6,2.66,대학교,23349.2
27,20220812 15,32.2,,1.2,53.0,1.0,3.02,대학교,23592.8
27,20220812 16,31.6,,1.2,56.0,0.8,2.07,대학교,23100.0
27,20220812 17,31.5,,2.3,60.0,0.7,1.27,대학교,20445.6
27,20220812 18,30.4,,1.1,61.0,0.9,0.84,대학교,18704.0
27,20220812 19,29.5,,2.0,66.0,0.5,0.37,대학교,17794.0
27,20220812 20,27.5,,1.4,78.0,0.0,0.01,대학교,17385.2
27,20220812 21,27.1,,1.5,79.0,,,대학교,17169.6
27,20220812 22,26.1,,1.5,86.0,,,대학교,16766.4
27,20220812 23,25.6,,0.7,87.0,,,대학교,16080.4
27,20220813 00,25.4,,0.6,88.0,,,대학교,15716.4
27,20220813 01,25.2,,1.1,89.0,,,대학교,15464.4
27,20220813 02,25.1,,1.8,86.0,,,대학교,15122.8
27,20220813 03,25.1,,2.0,81.0,,,대학교,14786.8
27,20220813 04,24.8,,1.8,81.0,,,대학교,14635.6
27,20220813 05,24.6,,1.7,82.0,,,대학교,14635.6
27,20220813 06,24.0,,0.1,86.0,0.0,0.0,대학교,14674.8
27,20220813 07,24.8,,0.0,87.0,0.0,0.14,대학교,15047.2
27,20220813 08,25.2,,0.2,83.0,0.0,0.26,대학교,15372.0
27,20220813 09,27.7,,1.8,75.0,0.2,0.88,대학교,15839.6
27,20220813 10,28.3,,0.7,74.0,0.0,1.24,대학교,16102.8
27,20220813 11,29.4,,0.7,71.0,0.0,1.23,대학교,16553.6
27,20220813 12,29.0,,1.4,73.0,0.0,1.02,대학교,16814.0
27,20220813 13,26.3,4.1,1.0,89.0,0.0,0.26,대학교,16805.6
27,20220813 14,26.4,1.6,1.3,92.0,0.0,0.27,대학교,16856.0
27,20220813 15,26.4,3.3,1.6,93.0,0.0,0.26,대학교,17029.6
27,20220813 16,26.0,1.4,1.3,88.0,0.0,0.24,대학교,16828.0
27,20220813 17,26.6,0.0,2.6,87.0,0.0,0.55,대학교,16805.6
27,20220813 18,26.5,0.0,3.5,81.0,0.1,0.47,대학교,16503.2
27,20220813 19,25.6,0.1,2.0,86.0,0.0,0.18,대학교,16116.8
27,20220813 20,24.7,1.7,1.5,93.0,0.0,0.01,대학교,16158.8
27,20220813 21,24.7,,0.7,95.0,,,대학교,16186.8
27,20220813 22,24.7,,1.0,94.0,,,대학교,15993.6
27,20220813 23,24.6,3.5,1.5,94.0,,,대학교,15416.8
27,20220814 00,24.3,8.3,0.9,95.0,,,대학교,15204.0
27,20220814 01,24.6,1.1,1.3,95.0,,,대학교,15108.8
27,20220814 02,24.6,1.5,0.8,96.0,,,대학교,14968.8
27,20220814 03,24.5,0.3,0.8,95.0,,,대학교,14792.4
27,20220814 04,24.6,,1.7,93.0,,,대학교,14585.2
27,20220814 05,24.2,,1.3,92.0,,,대학교,14548.8
27,20220814 06,24.2,0.0,0.9,94.0,0.0,0.0,대학교,14571.2
27,20220814 07,24.3,0.1,1.5,95.0,0.0,0.03,대학교,14786.8
27,20220814 08,24.9,1.5,2.4,94.0,0.0,0.16,대학교,15069.6
27,20220814 09,25.1,2.0,0.8,94.0,0.0,0.24,대학교,15097.6
27,20220814 10,26.2,0.0,0.9,91.0,0.0,0.47,대학교,15450.4
27,20220814 11,27.4,0.0,1.9,88.0,0.0,0.55,대학교,15856.4
27,20220814 12,28.5,0.0,1.7,79.0,0.0,1.07,대학교,16147.6
27,20220814 13,28.9,,2.0,78.0,0.1,1.2,대학교,16682.4
27,20220814 14,28.6,,1.6,81.0,0.0,0.27,대학교,16870.0
27,20220814 15,28.8,,2.5,79.0,0.0,0.45,대학교,17164.0
27,20220814 16,30.3,,2.5,75.0,0.2,1.19,대학교,17421.6
27,20220814 17,29.3,,1.2,79.0,0.1,0.63,대학교,17458.0
27,20220814 18,28.7,,1.1,80.0,0.0,0.26,대학교,17197.6
27,20220814 19,27.8,,2.4,84.0,0.0,0.1,대학교,16830.8
27,20220814 20,27.4,,2.1,86.0,0.0,0.01,대학교,16917.6
27,20220814 21,27.1,,1.8,86.0,,,대학교,16808.4
27,20220814 22,26.8,,1.5,87.0,,,대학교,16581.6
27,20220814 23,26.6,,2.0,86.0,,,대학교,15965.6
27,20220815 00,26.5,,2.3,85.0,,,대학교,15607.2
27,20220815 01,26.1,,2.6,85.0,,,대학교,15419.6
27,20220815 02,26.3,,2.5,81.0,,,대학교,15075.2
27,20220815 03,26.1,,2.3,81.0,,,대학교,14879.2
27,20220815 04,26.0,,2.9,81.0,,,대학교,14736.4
27,20220815 05,25.9,,2.4,82.0,,,대학교,14778.4
27,20220815 06,26.2,,3.2,81.0,0.0,0.0,대학교,14814.8
27,20220815 07,27.4,,4.1,76.0,0.0,0.16,대학교,15159.2
27,20220815 08,28.1,,5.8,73.0,0.1,0.51,대학교,15489.6
27,20220815 09,28.7,,3.9,72.0,0.0,0.67,대학교,15632.4
27,20220815 10,30.1,,5.0,66.0,0.2,1.27,대학교,16111.2
27,20220815 11,30.3,,5.0,66.0,0.3,2.12,대학교,16567.6
27,20220815 12,30.2,,5.4,66.0,0.0,1.59,대학교,17007.2
27,20220815 13,30.7,,4.4,62.0,0.0,1.56,대학교,17399.2
27,20220815 14,30.7,,4.2,62.0,0.0,1.43,대학교,17528.0
27,20220815 15,30.8,,3.9,62.0,0.0,1.39,대학교,17987.2
27,20220815 16,30.8,,3.8,62.0,0.1,1.39,대학교,17889.2
27,20220815 17,29.3,0.0,2.8,68.0,0.0,0.35,대학교,17707.2
27,20220815 18,28.9,0.0,3.0,71.0,0.0,0.23,대학교,17396.4
27,20220815 19,28.5,,4.0,72.0,0.0,0.17,대학교,17234.0
27,20220815 20,28.3,,3.3,73.0,0.0,0.01,대학교,17365.6
27,20220815 21,28.2,,3.3,73.0,,,대학교,17354.4
27,20220815 22,28.2,,4.3,73.0,,,대학교,17052.0
27,20220815 23,27.3,0.0,3.6,80.0,,,대학교,16307.2
27,20220816 00,25.4,7.0,4.4,92.0,,,대학교,15820.0
27,20220816 01,23.3,30.2,2.0,92.0,,,대학교,15447.6
27,20220816 02,23.7,1.1,2.1,95.0,,,대학교,15192.8
27,20220816 03,23.8,0.1,1.9,95.0,,,대학교,15033.2
27,20220816 04,24.2,,1.6,95.0,,,대학교,14926.8
27,20220816 05,24.7,0.0,1.7,94.0,,,대학교,15013.6
27,20220816 06,24.8,1.4,2.8,92.0,0.0,0.01,대학교,16203.6
27,20220816 07,24.4,,2.9,90.0,0.0,0.03,대학교,19180.0
27,20220816 08,24.2,,2.9,91.0,0.0,0.08,대학교,21156.8
27,20220816 09,24.2,,3.3,87.0,0.0,0.1,대학교,21739.2
27,20220816 10,24.5,0.0,2.9,84.0,0.0,0.44,대학교,22439.2
27,20220816 11,25.1,0.1,1.7,83.0,0.0,0.76,대학교,22688.4
27,20220816 12,25.5,,2.9,82.0,0.1,1.5,대학교,22727.6
27,20220816 13,26.6,,2.1,82.0,0.1,0.97,대학교,23058.0
27,20220816 14,27.5,,4.1,77.0,0.4,2.13,대학교,23598.4
27,20220816 15,28.6,,1.8,72.0,0.7,2.45,대학교,23556.4
27,20220816 16,29.5,,2.5,66.0,0.6,1.95,대학교,23318.4
27,20220816 17,29.6,,2.0,66.0,0.7,1.65,대학교,20826.4
27,20220816 18,28.7,,2.0,70.0,1.0,1.18,대학교,19031.6
27,20220816 19,27.2,,1.8,79.0,0.8,0.38,대학교,18396.0
27,20220816 20,26.4,,2.3,83.0,0.0,0.01,대학교,18222.4
27,20220816 21,26.0,,1.3,84.0,,,대학교,17962.0
27,20220816 22,25.5,,0.5,88.0,,,대학교,17516.8
27,20220816 23,25.2,,1.1,90.0,,,대학교,16640.4
27,20220817 00,24.8,,1.5,92.0,,,대학교,16116.8
27,20220817 01,24.6,,0.9,93.0,,,대학교,15741.6
27,20220817 02,24.4,,0.5,93.0,,,대학교,15453.2
27,20220817 03,24.3,,0.3,94.0,,,대학교,15226.4
27,20220817 04,24.3,0.0,0.6,94.0,,,대학교,15092.0
27,20220817 05,24.3,,0.2,94.0,,,대학교,15086.4
27,20220817 06,24.3,0.1,1.3,92.0,0.0,0.0,대학교,15923.6
27,20220817 07,24.6,,1.4,91.0,0.1,0.2,대학교,18841.2
27,20220817 08,25.5,,0.5,87.0,0.0,0.42,대학교,21347.2
27,20220817 09,25.4,,2.3,83.0,0.0,0.48,대학교,22201.2
27,20220817 10,27.4,,1.5,80.0,0.1,0.66,대학교,22677.2
27,20220817 11,29.2,,1.8,70.0,0.3,1.97,대학교,23018.8
27,20220817 12,29.1,,1.2,69.0,0.1,1.4,대학교,23032.8
27,20220817 13,29.2,,1.0,63.0,0.1,1.4,대학교,23438.8
27,20220817 14,29.2,,1.9,68.0,0.1,1.15,대학교,23662.8
27,20220817 15,28.9,0.0,1.6,67.0,0.3,1.2,대학교,22979.6
27,20220817 16,26.1,8.1,0.7,84.0,0.1,0.81,대학교,22968.4
27,20220817 17,26.1,,2.6,82.0,0.6,1.42,대학교,20644.4
27,20220817 18,26.7,,1.2,81.0,0.3,0.69,대학교,18662.0
27,20220817 19,25.5,,2.1,85.0,0.3,0.34,대학교,17962.0
27,20220817 20,24.6,,1.1,90.0,0.0,0.01,대학교,17564.4
27,20220817 21,23.6,,0.2,86.0,,,대학교,17040.8
27,20220817 22,23.3,,1.5,85.0,,,대학교,16637.6
27,20220817 23,23.0,,1.0,83.0,,,대학교,15974.0
27,20220818 00,22.8,,1.2,86.0,,,대학교,15531.6
27,20220818 01,22.2,,0.4,87.0,,,대학교,15226.4
27,20220818 02,21.5,,0.9,92.0,,,대학교,14856.8
27,20220818 03,21.2,,1.0,93.0,,,대학교,14523.6
27,20220818 04,20.8,,0.6,94.0,,,대학교,14364.0
27,20220818 05,20.6,,0.4,94.0,,,대학교,14308.0
27,20220818 06,20.4,,1.1,94.0,0.0,0.0,대학교,15047.2
27,20220818 07,21.2,,0.3,94.0,0.3,0.2,대학교,17780.0
27,20220818 08,23.4,,0.3,85.0,0.4,0.76,대학교,19969.6
27,20220818 09,25.8,,0.7,73.0,1.0,1.7,대학교,21422.8
27,20220818 10,27.0,,1.4,66.0,0.9,2.38,대학교,21896.0
27,20220818 11,28.0,,1.6,61.0,0.8,2.68,대학교,22002.4
27,20220818 12,28.0,,1.7,61.0,0.8,2.97,대학교,21876.4
27,20220818 13,28.8,,1.0,64.0,0.7,2.72,대학교,22500.8
27,20220818 14,29.0,,0.5,57.0,0.4,2.01,대학교,22568.0
27,20220818 15,28.7,,1.2,58.0,0.4,1.88,대학교,22414.0
27,20220818 16,29.6,,2.5,47.0,0.6,2.08,대학교,22206.8
27,20220818 17,29.6,,1.8,51.0,0.6,1.45,대학교,19731.6
27,20220818 18,28.2,,2.2,60.0,0.5,0.77,대학교,18116.0
27,20220818 19,26.8,,2.0,70.0,0.0,0.18,대학교,17407.6
27,20220818 20,25.6,,1.6,76.0,0.0,0.0,대학교,17298.4
27,20220818 21,24.8,,1.6,81.0,,,대학교,16987.6
27,20220818 22,24.1,,1.1,84.0,,,대학교,16716.0
27,20220818 23,23.6,,1.2,87.0,,,대학교,16007.6
27,20220819 00,23.4,,1.0,86.0,,,대학교,15495.2
27,20220819 01,22.8,,1.4,86.0,,,대학교,15192.8
27,20220819 02,22.3,,0.9,88.0,,,대학교,14744.8
27,20220819 03,21.9,,1.2,89.0,,,대학교,14439.6
27,20220819 04,21.8,,1.1,87.0,,,대학교,14288.4
27,20220819 05,21.5,,0.5,91.0,,,대학교,14322.0
27,20220819 06,21.5,,0.6,90.0,0.0,0.0,대학교,15122.8
27,20220819 07,22.4,,0.5,86.0,0.1,0.19,대학교,17959.2
27,20220819 08,24.3,,0.9,77.0,0.3,0.66,대학교,20090.0
27,20220819 09,25.6,,0.3,74.0,0.1,0.93,대학교,21411.6
27,20220819 10,27.3,,0.8,71.0,0.3,1.39,대학교,22215.2
27,20220819 11,28.8,,2.5,71.0,0.3,1.93,대학교,22794.8
27,20220819 12,28.6,,3.5,71.0,0.1,1.57,대학교,22918.0
27,20220819 13,29.1,,2.6,71.0,0.0,1.44,대학교,23424.8
27,20220819 14,29.2,,2.9,72.0,0.0,0.76,대학교,23410.8
27,20220819 15,29.4,,2.8,73.0,0.0,0.6,대학교,23413.6
27,20220819 16,29.4,,2.7,74.0,0.0,0.47,대학교,22831.2
27,20220819 17,28.9,,2.6,79.0,0.0,0.48,대학교,20104.0
27,20220819 18,28.6,,2.4,80.0,0.0,0.29,대학교,18275.6
27,20220819 19,28.3,,2.7,80.0,0.0,0.09,대학교,17631.6
27,20220819 20,28.1,,3.3,80.0,0.0,0.01,대학교,17455.2
27,20220819 21,27.9,,2.2,80.0,,,대학교,17144.4
27,20220819 22,28.0,0.0,1.7,77.0,,,대학교,16842.0
27,20220819 23,27.6,0.0,2.5,80.0,,,대학교,16125.2
27,20220820 00,27.5,,3.1,80.0,,,대학교,15752.8
27,20220820 01,27.3,,2.4,80.0,,,대학교,15436.4
27,20220820 02,27.5,,2.6,79.0,,,대학교,15226.4
27,20220820 03,27.1,0.0,2.6,83.0,,,대학교,15078.0
27,20220820 04,26.6,0.0,2.0,85.0,,,대학교,14778.4
27,20220820 05,25.1,40.7,3.2,95.0,,,대학교,14747.6
27,20220820 06,25.5,30.1,1.3,95.0,0.0,0.0,대학교,14789.6
27,20220820 07,25.5,12.8,0.5,96.0,0.0,0.01,대학교,15145.2
27,20220820 08,25.2,0.0,1.9,92.0,0.0,0.17,대학교,15265.6
27,20220820 09,26.4,,1.7,86.0,0.2,0.89,대학교,15598.8
27,20220820 10,26.5,,1.8,88.0,0.0,0.63,대학교,15932.0
27,20220820 11,26.2,0.0,2.2,89.0,0.0,0.28,대학교,16060.8
27,20220820 12,26.1,0.0,1.9,89.0,0.0,0.47,대학교,16172.8
27,20220820 13,28.4,,3.4,77.0,0.2,2.01,대학교,16536.8
27,20220820 14,29.8,,3.1,71.0,0.8,2.88,대학교,16909.2
27,20220820 15,29.8,,2.5,68.0,0.6,1.89,대학교,17242.4
27,20220820 16,30.4,,2.2,67.0,0.1,0.42,대학교,17298.4
27,20220820 17,30.4,,2.2,66.0,0.0,0.0,대학교,17284.4
27,20220820 18,29.6,,2.2,71.0,0.0,0.0,대학교,17071.6
27,20220820 19,27.9,,2.8,75.0,0.0,0.0,대학교,16674.0
27,20220820 20,27.2,,1.4,76.0,0.0,0.0,대학교,16483.6
27,20220820 21,26.8,,0.5,79.0,,,대학교,16335.2
27,20220820 22,26.0,,1.4,83.0,,,대학교,16100.0
27,20220820 23,25.8,,0.4,82.0,,,대학교,15621.2
27,20220821 00,25.0,,0.3,87.0,,,대학교,15285.2
27,20220821 01,24.4,,0.5,89.0,,,대학교,15044.4
27,20220821 02,24.2,,0.2,90.0,,,대학교,14859.6
27,20220821 03,24.5,,0.4,87.0,,,대학교,14632.8
27,20220821 04,24.0,,1.1,91.0,,,대학교,14464.8
27,20220821 05,23.9,,0.8,91.0,,,대학교,14386.4
27,20220821 06,23.6,,0.1,93.0,0.0,0.0,대학교,14380.8
27,20220821 07,24.2,,0.2,91.0,0.0,0.09,대학교,14649.6
27,20220821 08,25.9,,1.3,81.0,0.7,0.69,대학교,14887.6
27,20220821 09,27.8,,3.7,69.0,0.8,1.36,대학교,14974.4
27,20220821 10,29.1,,3.2,61.0,1.0,2.29,대학교,15260.0
27,20220821 11,29.6,,2.7,61.0,1.0,2.65,대학교,15517.6
27,20220821 12,30.5,,2.7,59.0,1.0,2.95,대학교,15996.4
27,20220821 13,31.5,,1.7,59.0,1.0,3.24,대학교,16587.2
27,20220821 14,31.6,,1.6,54.0,0.8,2.71,대학교,16864.4
27,20220821 15,30.8,,1.9,55.0,0.7,2.34,대학교,17074.4
27,20220821 16,31.9,,1.5,53.0,0.8,2.12,대학교,17091.2
27,20220821 17,31.8,,1.7,50.0,1.0,1.74,대학교,17301.2
27,20220821 18,31.0,,2.3,52.0,1.0,0.98,대학교,17225.6
27,20220821 19,29.1,,1.7,60.0,0.4,0.24,대학교,16833.6
27,20220821 20,27.9,,0.7,67.0,0.0,0.01,대학교,16814.0
27,20220821 21,27.1,,2.1,77.0,,,대학교,16872.8
27,20220821 22,25.9,,1.4,78.0,,,대학교,16590.0
27,20220821 23,25.1,,1.3,83.0,,,대학교,15982.4
27,20220822 00,25.0,,1.5,86.0,,,대학교,15596.0
27,20220822 01,24.7,,0.8,87.0,,,대학교,15316.0
27,20220822 02,24.6,,1.2,87.0,,,대학교,15033.2
27,20220822 03,24.5,,1.1,87.0,,,대학교,14868.0
27,20220822 04,24.0,,1.1,89.0,,,대학교,14756.0
27,20220822 05,23.9,,1.0,89.0,,,대학교,14764.4
27,20220822 06,23.7,,0.5,90.0,0.0,0.0,대학교,16144.8
27,20220822 07,24.3,,0.7,88.0,0.0,0.09,대학교,19160.4
27,20220822 08,25.2,,0.2,86.0,0.0,0.28,대학교,21305.2
27,20220822 09,27.0,,1.9,76.0,0.4,1.11,대학교,22489.6
27,20220822 10,29.2,,1.3,70.0,0.9,2.1,대학교,23245.6
27,20220822 11,29.0,,0.9,67.0,0.4,1.73,대학교,23290.4
27,20220822 12,29.6,,1.2,64.0,0.3,1.74,대학교,23318.4
27,20220822 13,31.3,,3.3,56.0,0.6,2.59,대학교,23704.8
27,20220822 14,31.3,,1.7,54.0,0.8,2.81,대학교,23993.2
27,20220822 15,31.4,,1.7,57.0,0.6,1.91,대학교,23940.0
27,20220822 16,30.9,,1.6,56.0,0.5,1.43,대학교,23396.8
27,20220822 17,30.6,,1.6,60.0,0.2,0.97,대학교,20885.2
27,20220822 18,29.5,,2.1,62.0,0.5,0.76,대학교,18956.0
27,20220822 19,28.1,,2.3,67.0,0.1,0.18,대학교,18211.2
27,20220822 20,27.3,,1.9,69.0,0.0,0.0,대학교,18138.4
27,20220822 21,26.9,,0.6,71.0,,,대학교,17715.6
27,20220822 22,26.6,,1.1,71.0,,,대학교,17346.0
27,20220822 23,26.1,,2.2,76.0,,,대학교,16559.2
27,20220823 00,25.9,,1.2,77.0,,,대학교,16063.6
27,20220823 01,25.8,,1.9,78.0,,,대학교,15741.6
27,20220823 02,25.6,,1.2,81.0,,,대학교,15433.6
27,20220823 03,25.7,,1.2,82.0,,,대학교,15094.8
27,20220823 04,23.1,1.0,1.3,91.0,,,대학교,14873.6
27,20220823 05,23.3,0.0,0.4,90.0,,,대학교,14907.2
27,20220823 06,23.5,,0.7,90.0,0.0,0.0,대학교,16069.2
27,20220823 07,24.1,,0.7,88.0,0.0,0.08,대학교,18678.8
27,20220823 08,24.2,0.3,0.3,92.0,0.0,0.14,대학교,20787.2
27,20220823 09,23.2,5.4,3.3,91.0,0.0,0.13,대학교,21246.4
27,20220823 10,23.4,3.0,1.3,93.0,0.0,0.21,대학교,22145.2
27,20220823 11,24.7,,0.6,89.0,0.0,0.53,대학교,22484.0
27,20220823 12,24.2,0.0,1.8,85.0,0.0,0.25,대학교,22187.2
27,20220823 13,23.6,0.2,1.0,90.0,0.0,0.25,대학교,22341.2
27,20220823 14,22.9,14.9,0.4,95.0,0.0,0.11,대학교,22293.6
27,20220823 15,23.3,4.8,0.6,94.0,0.0,0.19,대학교,22260.0
27,20220823 16,23.8,0.5,0.8,94.0,0.0,0.21,대학교,21674.8
27,20220823 17,24.1,0.1,0.2,93.0,0.0,0.19,대학교,19283.6
27,20220823 18,24.0,0.0,0.3,93.0,0.0,0.2,대학교,17981.6
27,20220823 19,24.0,,0.1,94.0,0.0,0.07,대학교,17472.0
27,20220823 20,23.8,,0.0,95.0,0.0,0.01,대학교,17474.8
27,20220823 21,24.0,,0.5,94.0,,,대학교,17278.8
27,20220823 22,23.9,,0.8,95.0,,,대학교,16867.2
27,20220823 23,23.1,,2.2,91.0,,,대학교,16046.8
27,20220824 00,22.3,,1.6,90.0,,,대학교,15467.2
27,20220824 01,22.2,0.0,0.9,89.0,,,대학교,15089.2
27,20220824 02,22.1,0.0,1.7,92.0,,,대학교,14823.2
27,20220824 03,22.6,0.0,1.5,93.0,,,대학교,14677.6
27,20220824 04,22.8,0.0,4.2,85.0,,,대학교,14431.2
27,20220824 05,22.5,,1.7,83.0,,,대학교,14375.2
27,20220824 06,22.5,,2.7,84.0,0.0,0.0,대학교,15422.4
27,20220824 07,22.4,,2.0,84.0,0.0,0.02,대학교,17612.0
27,20220824 08,22.5,,1.6,83.0,0.0,0.07,대학교,19695.2
27,20220824 09,21.9,0.2,2.3,85.0,0.0,0.18,대학교,20311.2
27,20220824 10,22.6,0.0,4.1,77.0,0.0,0.5,대학교,20328.0
27,20220824 11,23.1,,3.4,70.0,0.0,0.94,대학교,20540.8
27,20220824 12,24.3,,5.2,68.0,0.2,1.8,대학교,20664.0
27,20220824 13,24.1,,4.3,70.0,0.1,1.45,대학교,20988.8
27,20220824 14,24.1,,4.4,67.0,0.0,1.35,대학교,20834.8
27,20220824 15,24.0,,4.3,67.0,0.0,1.25,대학교,20815.2
27,20220824 16,24.0,,4.2,69.0,0.0,1.04,대학교,20487.6
27,20220824 17,24.4,,2.5,69.0,0.1,0.84,대학교,17962.0
27,20220824 18,23.3,,3.7,70.0,0.1,0.43,대학교,16828.0
27,20220824 19,22.9,,3.7,71.0,0.0,0.15,대학교,16301.6
27,20220824 20,22.8,,3.5,72.0,0.0,0.01,대학교,16147.6
27,20220824 21,22.5,,3.1,72.0,,,대학교,15918.0
27,20220824 22,22.0,,2.3,75.0,,,대학교,15540.0
27,20220824 23,21.0,,1.0,81.0,,,대학교,15047.2
28,20220601 00,19.7,,0.6,40.0,,,대학교,1362.96
28,20220601 01,19.2,,1.2,44.0,,,대학교,1323.36
28,20220601 02,18.5,,1.3,47.0,,,대학교,1254.96
28,20220601 03,19.0,,0.8,45.0,,,대학교,1236.6
28,20220601 04,18.3,,1.1,47.0,,,대학교,1185.48
28,20220601 05,17.9,,0.5,49.0,,,대학교,1104.48
28,20220601 06,18.4,,1.7,46.0,0.0,,대학교,1066.32
28,20220601 07,19.3,,0.3,48.0,0.0,,대학교,1108.8
28,20220601 08,20.5,,1.7,49.0,0.3,,대학교,1174.68
28,20220601 09,23.5,,0.6,41.0,0.5,,대학교,1265.4
28,20220601 10,24.9,,1.6,37.0,0.9,,대학교,1346.04
28,20220601 11,26.1,,2.1,32.0,1.0,,대학교,1548.72
28,20220601 12,28.2,,2.0,28.0,1.0,,대학교,1528.92
28,20220601 13,26.9,,2.2,34.0,1.0,,대학교,1700.64
28,20220601 14,25.5,,2.3,36.0,1.0,,대학교,1689.84
28,20220601 15,25.6,,3.2,30.0,1.0,,대학교,1873.8
28,20220601 16,25.9,,2.6,41.0,1.0,,대학교,1824.48
28,20220601 17,24.8,,1.8,49.0,1.0,,대학교,1917.0
28,20220601 18,23.0,,1.5,50.0,1.0,,대학교,1755.36
28,20220601 19,23.1,,1.5,45.0,1.0,,대학교,1809.72
28,20220601 20,20.8,,1.4,64.0,0.0,,대학교,1755.72
28,20220601 21,21.4,,1.6,52.0,,,대학교,1671.48
28,20220601 22,21.9,,2.0,54.0,,,대학교,1558.08
28,20220601 23,21.3,,2.1,60.0,,,대학교,1474.56
28,20220602 00,21.6,,2.0,59.0,,,대학교,1402.56
28,20220602 01,21.0,,1.2,59.0,,,대학교,1362.24
28,20220602 02,19.9,,2.6,63.0,,,대학교,1266.12
28,20220602 03,18.0,,0.5,72.0,,,대학교,1233.36
28,20220602 04,19.0,,1.9,66.0,,,대학교,1208.16
28,20220602 05,18.5,,2.1,68.0,,,대학교,1135.44
28,20220602 06,17.4,,1.3,76.0,0.3,,대학교,1133.28
28,20220602 07,20.8,,0.5,63.0,1.0,,대학교,1243.8
28,20220602 08,22.4,,1.6,54.0,1.0,,대학교,1782.0
28,20220602 09,24.6,,1.2,41.0,1.0,,대학교,2719.44
28,20220602 10,28.1,,1.4,35.0,1.0,,대학교,2912.4
28,20220602 11,27.7,,2.3,42.0,1.0,,대학교,3226.32
28,20220602 12,27.1,,2.1,45.0,1.0,,대학교,3013.92
28,20220602 13,26.8,,2.1,48.0,1.0,,대학교,3471.48
28,20220602 14,28.2,,2.3,40.0,1.0,,대학교,3372.12
28,20220602 15,26.9,,1.9,47.0,1.0,,대학교,3510.72
28,20220602 16,25.9,,2.3,46.0,1.0,,대학교,3213.0
28,20220602 17,25.3,,1.6,47.0,1.0,,대학교,3147.48
28,20220602 18,24.8,,1.5,52.0,1.0,,대학교,2643.84
28,20220602 19,22.8,,1.0,59.0,0.9,,대학교,2529.0
28,20220602 20,20.9,,0.6,69.0,0.0,,대학교,2221.56
28,20220602 21,20.6,,0.2,72.0,,,대학교,1934.64
28,20220602 22,21.5,,0.9,62.0,,,대학교,1680.84
28,20220602 23,19.8,,0.3,69.0,,,대학교,1579.68
28,20220603 00,19.7,,0.4,68.0,,,대학교,1495.44
28,20220603 01,21.5,,2.1,60.0,,,대학교,1416.6
28,20220603 02,19.6,,0.4,69.0,,,대학교,1348.56
28,20220603 03,20.3,,1.0,67.0,,,대학교,1302.12
28,20220603 04,20.1,,0.7,68.0,,,대학교,1272.24
28,20220603 05,19.3,,0.7,73.0,,,대학교,1177.92
28,20220603 06,20.7,,1.7,70.0,0.1,,대학교,1191.24
28,20220603 07,22.9,,1.4,60.0,1.0,,대학교,1281.6
28,20220603 08,24.2,,1.4,56.0,1.0,,대학교,1825.2
28,20220603 09,24.3,,3.2,55.0,1.0,,대학교,2678.4
28,20220603 10,23.9,,3.4,55.0,1.0,,대학교,2810.88
28,20220603 11,24.9,,2.4,52.0,1.0,,대학교,2937.6
28,20220603 12,26.3,,3.1,46.0,1.0,,대학교,2748.96
28,20220603 13,25.5,,3.7,52.0,1.0,,대학교,3024.72
28,20220603 14,24.2,,4.9,55.0,1.0,,대학교,2899.8
28,20220603 15,23.4,,4.2,58.0,1.0,,대학교,2974.32
28,20220603 16,23.2,,3.7,61.0,1.0,,대학교,2845.8
28,20220603 17,22.0,,3.6,65.0,1.0,,대학교,2671.2
28,20220603 18,20.9,,3.1,70.0,1.0,,대학교,2305.8
28,20220603 19,19.7,,2.2,76.0,0.7,,대학교,2214.0
28,20220603 20,19.0,,2.8,78.0,0.0,,대학교,1955.88
28,20220603 21,18.6,,2.3,80.0,,,대학교,1627.56
28,20220603 22,18.6,,2.6,79.0,,,대학교,1495.8
